Nome,Estrelas,Forks,Issues Abertas,Criado em,Última Atualização,Último Push,Número de Releases,Total de Pull Requests Aceitas,Razão de Issues Fechadas,Linguagem Primária
ruoyi-vue-pro,26543,5632,22,2021-01-24T03:18:25Z,2024-09-05T14:22:02Z,2024-09-01T01:13:50Z,0,0,0,Java
tiptap,26514,2223,541,2018-08-20T19:58:58Z,2024-09-05T16:11:07Z,2024-09-02T12:51:36Z,0,0,0,TypeScript
kit,26473,2421,54,2015-02-03T00:01:19Z,2024-09-05T17:56:56Z,2024-07-19T01:40:06Z,0,0,0,Go
aos,26451,2569,358,2015-07-09T17:49:00Z,2024-09-05T15:47:31Z,2024-03-26T15:58:43Z,0,0,0,JavaScript
hosts,26433,2195,90,2012-04-12T20:22:50Z,2024-09-05T17:04:37Z,2024-09-04T15:57:46Z,0,0,0,Python
k9s,26392,1652,576,2019-01-25T18:46:02Z,2024-09-05T17:58:42Z,2024-09-02T23:31:15Z,0,0,0,Go
90DaysOfDevOps,26392,6248,7,2021-12-26T13:55:18Z,2024-09-05T17:13:54Z,2024-08-19T15:38:52Z,0,0,0,Shell
ink,26368,590,69,2017-06-12T06:12:28Z,2024-09-05T16:40:28Z,2024-05-31T15:59:18Z,0,0,0,TypeScript
tokio,26333,2422,307,2016-09-09T22:31:36Z,2024-09-05T17:09:33Z,2024-09-05T14:48:05Z,0,0,0,Rust
plyr,26315,2917,899,2015-02-14T11:33:07Z,2024-09-05T17:41:16Z,2024-06-29T18:16:28Z,0,0,0,JavaScript
swagger-ui,26288,8911,1180,2011-07-15T22:56:39Z,2024-09-05T16:00:32Z,2024-09-03T23:18:32Z,0,0,0,JavaScript
dnSpy,26286,5045,185,2015-07-01T16:05:10Z,2024-09-05T17:15:35Z,2020-12-20T23:55:15Z,0,0,0,C#
tuning_playbook,26281,2182,7,2023-01-18T23:32:32Z,2024-09-05T17:58:23Z,2024-06-18T00:25:53Z,0,0,0,
coder2gwy,26258,3671,122,2020-12-30T14:40:50Z,2024-09-05T15:16:49Z,2022-02-11T08:56:20Z,0,0,0,
react-virtualized,26256,3054,336,2015-11-03T00:48:07Z,2024-09-05T15:45:27Z,2024-08-13T19:33:50Z,0,0,0,JavaScript
stb,26255,7679,256,2014-05-25T16:51:23Z,2024-09-05T14:00:35Z,2024-08-17T10:55:11Z,0,0,0,C
glances,26231,1489,197,2011-12-04T08:49:15Z,2024-09-05T17:12:31Z,2024-09-05T13:47:04Z,0,0,0,Python
Detectron,26220,5451,331,2017-10-05T17:32:00Z,2024-09-05T08:27:43Z,2023-11-20T09:13:34Z,0,0,0,Python
nodemon,26219,1717,12,2010-10-03T12:50:52Z,2024-09-05T14:11:09Z,2024-09-01T09:07:27Z,0,0,0,JavaScript
UTM,26211,1313,776,2019-04-12T16:09:24Z,2024-09-05T17:34:03Z,2024-08-25T20:06:10Z,0,0,0,Swift
mindsdb,26166,4789,163,2018-08-02T17:56:45Z,2024-09-05T17:19:12Z,2024-09-05T14:02:00Z,0,0,0,Python
miaosha,26165,6626,4,2018-09-14T04:36:24Z,2024-09-04T15:49:30Z,2024-06-06T19:31:57Z,0,0,0,Java
vagrant,26153,4423,740,2010-01-21T08:34:27Z,2024-09-05T17:15:13Z,2024-08-27T23:01:56Z,0,0,0,Ruby
fastai,26075,7539,224,2017-09-09T17:43:36Z,2024-09-05T15:04:07Z,2024-08-27T06:50:47Z,0,0,0,Jupyter Notebook
paper-reading,26067,2379,1,2021-10-22T06:34:51Z,2024-09-05T16:37:40Z,2024-08-08T22:52:45Z,0,0,0,
Web,26064,6066,66,2017-01-03T11:44:33Z,2024-09-05T13:53:36Z,2024-08-18T15:01:23Z,0,0,0,
xgboost,26063,8699,464,2014-02-06T17:28:03Z,2024-09-05T09:59:59Z,2024-09-02T20:06:23Z,0,0,0,C++
tinygrad,26062,2864,163,2020-10-18T16:23:12Z,2024-09-05T17:05:36Z,2024-09-05T17:56:11Z,0,0,0,Python
Tvlist-awesome-m3u-m3u8,26058,3181,26,2017-02-18T03:59:25Z,2024-09-05T13:59:38Z,2023-12-24T09:46:43Z,0,0,0,
nprogress,26049,1809,134,2013-08-20T13:58:02Z,2024-09-05T14:05:05Z,2022-06-04T00:38:39Z,0,0,0,JavaScript
mongo,26044,5544,77,2009-01-15T16:15:18Z,2024-09-05T16:51:24Z,2024-09-05T17:52:08Z,0,0,0,C++
the_silver_searcher,26041,1422,551,2011-11-19T19:50:47Z,2024-09-05T08:06:14Z,2024-06-16T19:37:41Z,0,0,0,C
mantine,26014,1847,25,2021-01-07T14:02:19Z,2024-09-05T15:56:53Z,2024-09-02T10:29:26Z,0,0,0,TypeScript
vllm,25975,3803,1877,2023-02-09T11:23:20Z,2024-09-05T17:09:09Z,2024-09-05T15:09:46Z,0,0,0,Python
turborepo,25959,1785,208,2021-10-05T17:37:11Z,2024-09-05T17:19:43Z,2024-09-05T17:44:37Z,0,0,0,Rust
llama3,25935,2899,169,2024-03-15T17:57:00Z,2024-09-05T15:51:02Z,2024-08-12T11:52:01Z,0,0,0,Python
DeepFaceLive,25925,4393,1,2020-12-15T12:19:22Z,2024-09-05T17:07:19Z,2023-07-28T10:14:16Z,0,0,0,Python
full-stack-fastapi-template,25912,4481,181,2019-02-23T15:08:34Z,2024-09-05T16:33:26Z,2024-09-02T20:48:36Z,0,0,0,TypeScript
redash,25892,4329,635,2013-10-28T13:19:39Z,2024-09-05T12:02:25Z,2024-09-05T04:15:53Z,0,0,0,Python
lossless-cut,25871,1247,177,2016-10-30T10:49:56Z,2024-09-05T16:36:52Z,2024-09-03T22:24:44Z,0,0,0,TypeScript
select2,25863,6263,137,2012-03-04T18:43:12Z,2024-09-04T10:06:20Z,2024-08-24T20:51:26Z,0,0,0,JavaScript
fastText,25829,4710,556,2016-07-16T13:38:42Z,2024-09-05T14:26:31Z,2024-03-22T21:40:44Z,0,0,0,HTML
python-telegram-bot,25805,5234,19,2015-07-07T15:30:39Z,2024-09-05T16:09:27Z,2024-09-04T20:22:04Z,0,0,0,Python
tdesktop,25804,5107,835,2014-05-02T12:36:31Z,2024-09-05T16:49:56Z,2024-09-05T10:50:48Z,0,0,0,C++
cmder,25803,2023,55,2013-07-09T07:44:22Z,2024-09-05T09:58:31Z,2024-08-20T12:25:39Z,0,0,0,C++
fetch,25801,2851,9,2014-10-13T00:26:19Z,2024-09-04T20:18:33Z,2024-07-15T00:26:39Z,0,0,0,JavaScript
Depix,25797,3157,9,2020-12-06T12:39:08Z,2024-09-05T15:52:42Z,2024-08-19T16:48:38Z,0,0,0,Python
hacker-laws,25725,1502,142,2018-01-25T03:46:34Z,2024-09-05T17:04:24Z,2024-06-12T15:29:44Z,0,0,0,Shell
quasar,25707,3485,605,2015-10-05T15:45:36Z,2024-09-05T13:58:58Z,2024-09-05T11:37:23Z,0,0,0,JavaScript
fastjson,25703,6501,2108,2011-11-03T06:58:52Z,2024-09-04T00:09:05Z,2024-07-16T07:35:37Z,0,0,0,Java
request,25680,3152,130,2011-01-23T01:25:14Z,2024-09-05T14:02:06Z,2024-08-14T00:09:41Z,0,0,0,JavaScript
darknet,25678,21326,1975,2014-04-11T07:59:16Z,2024-09-05T09:24:24Z,2024-05-03T13:53:58Z,0,0,0,C
restic,25673,1531,372,2014-04-27T14:07:58Z,2024-09-05T13:13:42Z,2024-09-01T22:44:08Z,0,0,0,Go
awesome-electron,25671,2022,6,2015-04-23T11:48:53Z,2024-09-05T17:13:01Z,2024-08-07T22:01:41Z,0,0,0,
Modernizr,25632,2978,193,2009-09-25T20:13:23Z,2024-09-05T13:45:40Z,2024-08-06T07:46:44Z,0,0,0,JavaScript
lottie-ios,25623,3731,21,2016-10-06T22:38:38Z,2024-09-05T16:36:37Z,2024-08-23T23:16:32Z,0,0,0,Swift
fonts,25623,3192,181,2012-12-19T13:31:50Z,2024-09-05T12:33:45Z,2024-03-22T16:47:30Z,0,0,0,Shell
headlessui,25620,1051,55,2020-09-16T09:53:09Z,2024-09-05T16:26:13Z,2024-09-04T14:36:52Z,0,0,0,TypeScript
filebrowser,25605,2929,87,2015-09-11T21:21:58Z,2024-09-05T17:36:43Z,2024-08-30T19:25:37Z,0,0,0,Go
emscripten,25592,3277,2105,2011-02-12T05:23:30Z,2024-09-05T17:38:48Z,2024-09-05T16:35:19Z,0,0,0,C++
awesome-cto,25590,1523,6,2016-12-16T19:22:18Z,2024-09-05T14:33:31Z,2024-03-24T08:52:56Z,0,0,0,
spleeter,25587,2800,240,2019-09-26T15:40:46Z,2024-09-05T17:50:38Z,2024-08-04T12:17:57Z,0,0,0,Python
fish-shell,25585,1890,433,2012-05-10T03:00:55Z,2024-09-05T17:31:36Z,2024-09-05T17:31:31Z,0,0,0,Rust
cascadia-code,25573,802,136,2019-07-10T22:50:20Z,2024-09-05T13:46:50Z,2024-08-28T18:51:40Z,0,0,0,Python
butterknife,25567,4608,120,2013-03-05T08:18:59Z,2024-09-05T14:36:57Z,2023-09-02T07:41:30Z,0,0,0,Java
LLMs-from-scratch,25566,2761,0,2023-07-23T18:15:57Z,2024-09-05T17:14:31Z,2024-09-05T16:24:35Z,0,0,0,Jupyter Notebook
Rectangle,25550,760,82,2019-06-21T21:34:53Z,2024-09-05T14:06:34Z,2024-08-20T02:57:52Z,0,0,0,Swift
Hello-Python,25451,1666,21,2022-08-03T17:14:53Z,2024-09-05T17:34:58Z,2024-08-11T12:53:47Z,0,0,0,Python
Free-Certifications,25450,1905,36,2020-07-31T10:26:19Z,2024-09-05T17:10:35Z,2024-08-06T06:37:53Z,0,0,0,
ItChat,25417,5624,289,2016-01-19T07:49:48Z,2024-09-05T06:09:34Z,2023-09-28T07:46:58Z,0,0,0,Python
YouCompleteMe,25406,2800,29,2012-04-16T03:12:14Z,2024-09-05T14:47:59Z,2024-08-29T06:06:50Z,0,0,0,Python
Pake,25402,4592,27,2022-10-14T09:32:57Z,2024-09-05T16:12:36Z,2024-08-21T05:06:55Z,0,0,0,Rust
Signal-Android,25388,6087,398,2011-12-15T20:01:12Z,2024-09-05T17:39:54Z,2024-09-05T15:38:13Z,0,0,0,Kotlin
awesome-deep-learning-papers,25360,4477,35,2016-06-03T06:48:30Z,2024-09-05T15:55:04Z,2024-01-18T13:29:44Z,0,0,0,TeX
openssl,25352,10038,2018,2013-01-15T22:34:48Z,2024-09-05T17:30:42Z,2024-09-05T16:14:38Z,0,0,0,C
taichi,25341,2267,819,2016-11-24T10:00:05Z,2024-09-05T14:11:12Z,2024-09-03T22:51:02Z,0,0,0,C++
modern-js-cheatsheet,25301,3150,9,2017-09-18T14:56:00Z,2024-09-05T17:31:33Z,2024-05-04T07:36:09Z,0,0,0,
MiniGPT-4,25287,2900,357,2023-04-15T22:17:09Z,2024-09-05T17:44:54Z,2024-09-02T09:07:21Z,0,0,0,Python
toBeTopJavaer,25279,5463,60,2018-10-25T09:54:54Z,2024-09-05T16:04:52Z,2024-01-03T13:58:24Z,0,0,0,Java
so-vits-svc,25260,4742,28,2023-03-10T09:31:09Z,2024-09-05T14:42:40Z,2023-11-11T13:11:31Z,0,0,0,Python
srs,25254,5325,195,2015-04-29T06:59:32Z,2024-09-05T16:49:53Z,2024-09-01T09:04:20Z,0,0,0,C++
fe-interview,25229,3246,5839,2019-04-17T03:05:58Z,2024-09-05T16:35:47Z,2024-09-04T20:49:10Z,0,0,0,JavaScript
dragonfly,25214,908,162,2021-12-11T10:00:42Z,2024-09-05T17:41:23Z,2024-09-05T12:30:56Z,0,0,0,C++
discord.js,25211,3960,125,2015-08-10T13:36:26Z,2024-09-05T17:52:05Z,2024-09-05T12:00:31Z,0,0,0,TypeScript
rollup,25202,1479,557,2015-05-14T22:26:28Z,2024-09-05T15:11:23Z,2024-09-02T07:30:08Z,0,0,0,JavaScript
incubator-seata,25194,8747,814,2018-12-28T08:37:22Z,2024-09-05T08:59:58Z,2024-09-05T08:59:53Z,0,0,0,Java
ngx-admin,25186,7943,484,2016-05-25T10:09:03Z,2024-09-04T18:43:27Z,2024-04-11T00:28:05Z,0,0,0,TypeScript
handson-ml,25157,12912,143,2016-02-16T19:48:39Z,2024-09-05T12:06:41Z,2023-10-03T23:44:04Z,0,0,0,Jupyter Notebook
Avalonia,25149,2179,1472,2013-12-05T20:13:21Z,2024-09-05T16:48:26Z,2024-09-05T09:28:29Z,0,0,0,C#
iris,25128,2476,123,2016-01-30T04:36:48Z,2024-09-05T08:48:55Z,2024-07-08T04:15:09Z,0,0,0,Go
30-Days-Of-React,25115,7159,225,2020-09-29T13:38:54Z,2024-09-05T17:11:28Z,2024-08-17T02:49:49Z,0,0,0,JavaScript
jumpserver,25048,5291,48,2014-07-04T03:54:59Z,2024-09-05T14:57:40Z,2024-09-05T11:39:06Z,0,0,0,Python
firecracker,25024,1747,105,2017-10-19T06:18:47Z,2024-09-05T15:28:49Z,2024-09-05T08:42:49Z,0,0,0,Rust
SDWebImage,25024,5960,89,2009-09-21T17:39:19Z,2024-09-05T16:49:50Z,2024-08-23T02:23:17Z,0,0,0,Objective-C
DeepSpeech,25019,3937,150,2016-06-02T15:04:53Z,2024-09-05T14:50:43Z,2024-09-03T21:17:43Z,0,0,0,C++
diffusers,25010,5173,650,2022-05-30T16:04:02Z,2024-09-05T17:32:34Z,2024-09-05T17:32:27Z,0,0,0,Python
ChatDev,24991,3118,34,2023-08-28T02:18:13Z,2024-09-05T17:55:44Z,2024-09-04T04:23:35Z,0,0,0,Shell
apollo,24981,9663,913,2017-07-04T19:03:31Z,2024-09-05T14:59:44Z,2024-09-05T04:25:04Z,0,0,0,C++
faas,24962,1929,37,2016-12-22T12:51:39Z,2024-09-05T15:22:44Z,2024-08-07T09:36:15Z,0,0,0,Go
textual,24944,762,141,2021-04-08T15:24:47Z,2024-09-05T17:42:59Z,2024-09-05T07:20:40Z,0,0,0,Python
proxyee-down,24937,4442,214,2017-10-25T10:07:27Z,2024-09-05T15:03:47Z,2024-07-16T09:22:28Z,0,0,0,Java
go-patterns,24932,2189,65,2015-12-14T22:05:06Z,2024-09-05T17:09:56Z,2024-05-14T01:07:28Z,0,0,0,Go
react-native-elements,24921,4630,125,2016-09-08T14:21:41Z,2024-09-05T15:32:59Z,2024-05-01T22:24:47Z,0,0,0,MDX
bruno,24914,1134,1067,2022-09-27T20:51:45Z,2024-09-05T17:36:10Z,2024-09-05T13:35:26Z,0,0,0,JavaScript
k6,24900,1229,382,2016-03-21T15:30:24Z,2024-09-05T15:29:57Z,2024-09-05T14:06:51Z,0,0,0,Go
setup-ipsec-vpn,24884,6271,0,2016-01-07T16:44:12Z,2024-09-05T16:57:58Z,2024-08-05T04:08:26Z,0,0,0,Shell
SmartRefreshLayout,24879,4939,334,2017-06-02T09:52:50Z,2024-09-05T16:08:05Z,2024-04-19T08:37:49Z,0,0,0,Java
nsq,24845,2891,67,2012-05-12T14:37:08Z,2024-09-05T10:12:58Z,2024-07-30T02:58:58Z,0,0,0,Go
table,24834,3066,173,2016-10-20T17:25:08Z,2024-09-05T09:31:13Z,2024-08-31T17:41:41Z,0,0,0,TypeScript
eslint,24824,4489,98,2013-06-29T23:59:48Z,2024-09-05T16:46:09Z,2024-09-05T14:41:11Z,0,0,0,JavaScript
feather,24818,1212,480,2014-05-28T19:49:55Z,2024-09-05T16:24:34Z,2024-08-14T20:58:24Z,0,0,0,JavaScript
go,24813,6167,40,2013-08-14T08:33:55Z,2024-09-05T08:55:11Z,2023-12-03T11:42:49Z,0,0,0,
TrackersListCollection,24808,1590,1,2019-10-03T15:55:07Z,2024-09-05T16:07:01Z,2024-09-05T16:06:57Z,0,0,0,
nylas-mail,24804,1374,1003,2014-10-16T18:29:12Z,2024-09-05T15:28:24Z,2022-11-24T08:20:57Z,0,0,0,JavaScript
pipenv,24797,1862,273,2017-01-20T00:44:02Z,2024-09-05T17:22:53Z,2024-09-01T20:15:59Z,0,0,0,Python
awesome-vscode,24795,1207,69,2016-02-07T23:02:45Z,2024-09-05T17:12:58Z,2024-06-21T09:46:41Z,0,0,0,JavaScript
rust-course,24785,2130,53,2018-08-07T05:01:21Z,2024-09-05T17:43:36Z,2024-09-05T04:41:42Z,0,0,0,Rust
vscodium,24773,1055,110,2018-08-13T14:26:58Z,2024-09-05T16:37:39Z,2024-09-03T23:23:42Z,0,0,0,Shell
micro,24762,1161,896,2016-03-11T02:06:28Z,2024-09-05T17:29:56Z,2024-09-05T16:41:39Z,0,0,0,Go
create-t3-app,24747,1138,54,2022-05-24T13:31:01Z,2024-09-05T17:55:01Z,2024-08-20T08:04:05Z,0,0,0,TypeScript
awesome-actions,24732,1460,103,2018-10-17T17:53:45Z,2024-09-05T17:10:40Z,2024-09-01T20:32:39Z,0,0,0,
react-admin,24725,5214,83,2016-07-13T07:58:54Z,2024-09-05T17:48:36Z,2024-09-05T16:57:11Z,0,0,0,TypeScript
CasaOS,24713,1337,494,2021-09-26T02:33:09Z,2024-09-05T17:20:54Z,2024-08-14T05:49:41Z,0,0,0,Go
openzeppelin-contracts,24711,11744,280,2016-08-01T20:54:54Z,2024-09-05T16:09:33Z,2024-09-05T10:18:16Z,0,0,0,JavaScript
localForage,24706,1269,246,2013-10-31T00:10:06Z,2024-09-05T14:50:43Z,2024-07-30T20:27:14Z,0,0,0,JavaScript
awesome-swift,24696,3073,7,2014-07-10T14:04:09Z,2024-09-05T17:47:41Z,2024-08-19T08:27:32Z,0,0,0,Ruby
Telegram,24695,7972,394,2013-10-25T14:08:10Z,2024-09-05T17:08:29Z,2024-08-14T17:01:33Z,0,0,0,Java
EventBus,24665,4658,142,2012-07-16T16:55:40Z,2024-09-05T14:58:48Z,2024-02-21T18:18:34Z,0,0,0,Java
docker_practice,24659,5727,7,2014-09-05T04:06:39Z,2024-09-05T16:09:43Z,2024-07-30T21:02:19Z,0,0,0,Go
envoy,24641,4742,1664,2016-08-08T15:07:24Z,2024-09-05T17:17:48Z,2024-09-05T16:51:39Z,0,0,0,C++
idiomatic.js,24619,3466,55,2011-05-25T17:48:59Z,2024-09-05T16:02:32Z,2024-01-08T20:19:45Z,0,0,0,
awesome-datascience,24618,5853,0,2014-07-05T07:07:43Z,2024-09-05T17:24:32Z,2024-08-29T14:27:06Z,0,0,0,
devtools-v6,24600,4141,497,2014-09-29T03:52:07Z,2024-09-05T16:48:21Z,2024-07-20T13:15:50Z,0,0,0,TypeScript
iTerm2-Color-Schemes,24600,6412,24,2011-04-01T04:01:46Z,2024-09-05T17:52:10Z,2024-08-07T23:24:59Z,0,0,0,Shell
eShopOnContainers,24546,10363,71,2016-10-05T22:35:23Z,2024-09-05T16:21:43Z,2023-11-15T22:27:17Z,0,0,0,C#
CLIP,24529,3202,220,2020-12-16T11:24:42Z,2024-09-05T17:15:01Z,2024-07-23T01:30:44Z,0,0,0,Jupyter Notebook
autocomplete,24520,5445,156,2020-09-29T02:21:06Z,2024-09-05T15:09:06Z,2024-09-02T06:30:04Z,0,0,0,TypeScript
Mask_RCNN,24514,11683,2022,2017-10-19T20:28:34Z,2024-09-05T17:23:15Z,2024-06-07T02:36:21Z,0,0,0,Python
logrus,24514,2260,83,2013-10-16T19:08:55Z,2024-09-05T14:35:00Z,2024-07-11T12:31:10Z,0,0,0,Go
locust,24512,2950,17,2011-02-17T11:08:03Z,2024-09-05T17:37:40Z,2024-09-05T16:12:26Z,0,0,0,Python
stats,24499,809,12,2019-05-29T19:24:56Z,2024-09-05T17:20:41Z,2024-09-03T16:29:10Z,0,0,0,Swift
flameshot,24495,1566,706,2017-05-10T19:44:51Z,2024-09-05T16:24:01Z,2024-09-01T20:26:04Z,0,0,0,C++
puter,24493,1576,122,2024-03-03T01:44:32Z,2024-09-05T17:45:55Z,2024-09-05T03:56:57Z,6,28,0.6666666666666666,JavaScript
Umi-OCR,24483,2479,100,2022-03-28T04:01:46Z,2024-09-05T16:39:40Z,2024-09-05T05:15:19Z,30,30,0.26666666666666666,Python
fyne,24456,1357,675,2018-02-04T22:07:16Z,2024-09-05T14:08:21Z,2024-09-05T16:01:34Z,30,27,0.5333333333333333,Go
medusa,24445,2395,335,2020-01-18T13:39:04Z,2024-09-05T17:17:28Z,2024-09-05T16:20:32Z,30,16,0.43333333333333335,TypeScript
AdGuardHome,24425,1770,928,2016-07-06T10:31:47Z,2024-09-05T16:25:35Z,2024-09-05T17:56:25Z,30,23,0.3333333333333333,Go
data-engineering-zoomcamp,24424,5239,3,2021-10-21T09:32:50Z,2024-09-05T16:22:47Z,2024-08-29T16:55:15Z,0,29,0.9333333333333333,Jupyter Notebook
awesome-sysadmin,24406,1410,31,2014-12-23T08:41:22Z,2024-09-05T17:56:22Z,2024-08-18T13:06:45Z,0,21,0.6,
vnpy,24400,8574,7,2015-03-02T03:36:58Z,2024-09-05T16:49:05Z,2024-08-19T05:16:51Z,30,30,0.9,Python
celery,24398,4643,701,2009-04-24T11:31:24Z,2024-09-05T15:09:53Z,2024-09-05T13:05:32Z,30,27,0.6666666666666666,Python
core-js,24343,1641,35,2013-07-17T16:32:27Z,2024-09-05T17:17:01Z,2024-09-04T19:27:02Z,30,28,0.9666666666666667,JavaScript
wttr.in,24337,1090,314,2015-12-26T21:03:43Z,2024-09-05T17:03:50Z,2024-07-02T19:24:08Z,0,19,0.3333333333333333,Python
RxSwift,24316,4165,37,2015-04-07T21:25:17Z,2024-09-05T00:19:33Z,2024-09-03T06:53:02Z,30,16,0.4,Swift
Wox,24315,2361,164,2013-12-19T15:49:32Z,2024-09-05T16:23:25Z,2024-09-05T16:24:00Z,30,30,0.8333333333333334,Go
components,24309,6720,2104,2016-01-04T18:50:02Z,2024-09-05T16:35:13Z,2024-09-05T16:35:07Z,30,20,0.4666666666666667,TypeScript
coc.nvim,24294,955,38,2018-05-01T22:39:02Z,2024-09-05T13:49:49Z,2024-09-02T02:34:05Z,30,29,0.7666666666666667,TypeScript
wails,24280,1160,337,2018-12-15T23:14:06Z,2024-09-05T17:17:06Z,2024-09-05T13:24:10Z,30,22,0.4,Go
wiki,24280,2681,158,2016-08-16T19:35:26Z,2024-09-05T14:16:36Z,2024-09-01T03:32:12Z,30,15,0.5,Vue
BaseRecyclerViewAdapterHelper,24276,5152,427,2016-04-10T07:40:11Z,2024-09-05T16:07:35Z,2024-06-26T14:33:39Z,30,10,0.1,Kotlin
pkg,24272,1007,0,2016-08-08T19:41:59Z,2024-09-05T00:53:50Z,2024-01-03T01:38:16Z,30,30,1.0,JavaScript
vapor,24271,1433,99,2016-01-18T22:37:52Z,2024-09-05T16:09:38Z,2024-09-05T14:52:21Z,30,26,0.5333333333333333,Swift
nanoid,24270,787,7,2017-08-05T05:24:35Z,2024-09-05T17:33:40Z,2024-08-28T21:31:00Z,3,29,0.9333333333333333,JavaScript
